2.700505 0.003364 0.0
2.673770 0.011168 0.0
2.647000 0.018827 0.0
2.620196 0.026340 0.0
2.593360 0.033709 0.0
2.566490 0.040934 0.0
2.539588 0.048016 0.0
2.512654 0.054956 0.0
2.485688 0.061754 0.0
2.458692 0.068411 0.0
2.431666 0.074926 0.0
2.404610 0.081301 0.0
2.377524 0.087535 0.0
2.350410 0.093630 0.0
2.323267 0.099585 0.0
2.296095 0.105400 0.0
2.268897 0.111076 0.0
2.241671 0.116613 0.0
2.214418 0.122011 0.0
2.187139 0.127269 0.0
2.159834 0.132389 0.0
2.132503 0.137369 0.0
2.105147 0.142210 0.0
2.077767 0.146911 0.0
2.050362 0.151473 0.0
2.022933 0.155895 0.0
1.995480 0.160177 0.0
1.968004 0.164318 0.0
1.940506 0.168318 0.0
1.912985 0.172177 0.0
1.885442 0.175894 0.0
1.857878 0.179468 0.0
1.830292 0.182898 0.0
1.802686 0.186185 0.0
1.775059 0.189328 0.0
1.747413 0.192324 0.0
1.719748 0.195175 0.0
1.692064 0.197878 0.0
1.664361 0.200434 0.0
1.636641 0.202839 0.0
1.609007 0.205100 0.0
1.581521 0.207257 0.0
1.554026 0.209320 0.0
1.526525 0.211288 0.0
1.499018 0.213160 0.0
1.471504 0.214935 0.0
1.443983 0.216610 0.0
1.416457 0.218184 0.0
1.388925 0.219656 0.0
1.361388 0.221024 0.0
1.333846 0.222287 0.0
1.306300 0.223441 0.0
1.278749 0.224486 0.0
1.251195 0.225420 0.0
1.223636 0.226239 0.0
1.196075 0.226943 0.0
1.168511 0.227527 0.0
1.140945 0.227991 0.0
1.113377 0.228331 0.0
1.085808 0.228545 0.0
1.058238 0.228629 0.0
1.030668 0.228581 0.0
1.003098 0.228397 0.0
0.975529 0.228074 0.0
0.947962 0.227608 0.0
0.920396 0.226996 0.0
0.892834 0.226234 0.0
0.865275 0.225316 0.0
0.837721 0.224240 0.0
0.810171 0.222999 0.0
0.782628 0.221590 0.0
0.755092 0.220006 0.0
0.727563 0.218241 0.0
0.700044 0.216290 0.0
0.672534 0.214146 0.0
0.645036 0.211801 0.0
0.617550 0.209248 0.0
0.590078 0.206477 0.0
0.562621 0.203480 0.0
0.535181 0.200247 0.0
0.507760 0.196765 0.0
0.480359 0.193022 0.0
0.452981 0.189003 0.0
0.425628 0.184694 0.0
0.398303 0.180074 0.0
0.371008 0.175122 0.0
0.343747 0.169815 0.0
0.316524 0.164123 0.0
0.289343 0.158009 0.0
0.262211 0.151433 0.0
0.235132 0.144340 0.0
0.208117 0.136663 0.0
0.181175 0.128312 0.0
0.154320 0.119165 0.0
0.127573 0.109049 0.0
0.100962 0.097697 0.0
0.074537 0.084662 0.0
0.048389 0.069077 0.0
0.022750 0.048703 0.0
0.000000 0.000000 0.0
0.031795 -0.043295 0.0
0.060702 -0.058351 0.0
0.089100 -0.068712 0.0
0.117219 -0.076613 0.0
0.145154 -0.082924 0.0
0.172952 -0.088091 0.0
0.200643 -0.092380 0.0
0.228247 -0.095965 0.0
0.255777 -0.098968 0.0
0.283244 -0.101479 0.0
0.310657 -0.103565 0.0
0.338022 -0.105280 0.0
0.365344 -0.106666 0.0
0.392629 -0.107758 0.0
0.419879 -0.108586 0.0
0.447099 -0.109175 0.0
0.474292 -0.109545 0.0
0.501459 -0.109716 0.0
0.528604 -0.109703 0.0
0.555728 -0.109521 0.0
0.582834 -0.109183 0.0
0.609922 -0.108699 0.0
0.636996 -0.108081 0.0
0.664055 -0.107338 0.0
0.691102 -0.106478 0.0
0.718138 -0.105510 0.0
0.745164 -0.104440 0.0
0.772181 -0.103275 0.0
0.799190 -0.102021 0.0
0.826192 -0.100685 0.0
0.853188 -0.099272 0.0
0.880179 -0.097786 0.0
0.907166 -0.096234 0.0
0.934149 -0.094618 0.0
0.961129 -0.092944 0.0
0.988107 -0.091215 0.0
1.015084 -0.089435 0.0
1.042059 -0.087608 0.0
1.069035 -0.085737 0.0
1.096010 -0.083825 0.0
1.122986 -0.081876 0.0
1.149964 -0.079892 0.0
1.176943 -0.077876 0.0
1.203925 -0.075832 0.0
1.230909 -0.073760 0.0
1.257896 -0.071664 0.0
1.284887 -0.069546 0.0
1.311882 -0.067408 0.0
1.338881 -0.065253 0.0
1.365884 -0.063081 0.0
1.392893 -0.060896 0.0
1.419907 -0.058698 0.0
1.446926 -0.056490 0.0
1.473951 -0.054273 0.0
1.500982 -0.052049 0.0
1.528020 -0.049819 0.0
1.555064 -0.047585 0.0
1.582116 -0.045347 0.0
1.609174 -0.043107 0.0
1.636087 -0.040877 0.0
1.662912 -0.038698 0.0
1.689755 -0.036577 0.0
1.716616 -0.034514 0.0
1.743496 -0.032510 0.0
1.770395 -0.030567 0.0
1.797314 -0.028685 0.0
1.824253 -0.026865 0.0
1.851213 -0.025108 0.0
1.878194 -0.023414 0.0
1.905197 -0.021784 0.0
1.932222 -0.020219 0.0
1.959268 -0.018719 0.0
1.986338 -0.017284 0.0
2.013431 -0.015916 0.0
2.040547 -0.014614 0.0
2.067688 -0.013378 0.0
2.094853 -0.012210 0.0
2.122042 -0.011109 0.0
2.149257 -0.010075 0.0
2.176497 -0.009108 0.0
2.203764 -0.008209 0.0
2.231056 -0.007377 0.0
2.258376 -0.006613 0.0
2.285723 -0.005917 0.0
2.313097 -0.005287 0.0
2.340500 -0.004725 0.0
2.367930 -0.004230 0.0
2.395390 -0.003801 0.0
2.422880 -0.003438 0.0
2.450399 -0.003142 0.0
2.477948 -0.002911 0.0
2.505528 -0.002746 0.0
2.533140 -0.002645 0.0
2.560783 -0.002608 0.0
2.588459 -0.002634 0.0
2.616167 -0.002724 0.0
2.643909 -0.002876 0.0
2.671685 -0.003090 0.0
2.699495 -0.003364 0.0
